# This file has been generated by fmt_weather_daily.py
#
# Location: Latitude  43.6097   Longitude 3.9793

# date: date of observation
# par: [W.m-2] average PAR
# rain: [mm] amount of precipitation
# rg: [W.m-2] average global amount of radiation
# rh: [-] relative humidity
# temp: [°C] temperature of atmosphere
# ws: [m.s-1] wind speed
#
date;par;rain;rg;rh;temp;temp_max;temp_min;ws
1999-12-16;36.50;0.00;84.26;66.44;2.19;4.65;0.31;7.52
1999-12-17;36.70;0.00;82.99;73.50;2.06;6.51;-1.23;3.74
1999-12-18;15.70;1.61;32.29;90.50;6.87;10.77;2.33;3.38
1999-12-19;6.50;0.68;12.85;89.25;9.01;11.61;4.14;4.16
1999-12-20;39.40;0.00;89.81;65.56;2.94;6.84;0.86;7.12
1999-12-21;37.60;0.00;83.68;71.00;2.53;6.37;0.24;4.15
1999-12-22;39.00;0.01;89.12;79.31;4.33;7.94;1.16;2.26
1999-12-23;9.40;0.11;19.56;89.38;7.97;9.07;7.18;2.60
1999-12-24;13.60;0.08;28.13;92.69;8.93;11.08;7.70;1.88
1999-12-25;18.80;0.30;39.35;89.56;10.23;13.31;7.94;2.77
1999-12-26;34.70;1.07;77.31;86.00;11.91;16.15;7.94;5.29
1999-12-27;8.60;6.91;17.25;83.88;10.18;12.12;8.00;4.58
1999-12-28;35.10;2.61;78.70;78.44;6.94;9.54;4.87;7.85
1999-12-29;36.70;0.05;84.26;77.75;4.58;8.70;2.30;4.74
1999-12-30;39.00;0.09;89.81;75.12;4.33;8.69;1.59;3.85
1999-12-31;19.60;0.40;40.39;86.00;4.72;7.91;2.20;2.73
